"area_swept_ha_der","date_dim$year","date_yyyymmdd","depth_hi_prec_m","door_width_m_der","fluorescence_at_surface_mg_per_m3_der","invertebrate_weight_kg","latitude_dd","leg","longitude_dd","net_height_m_der","net_width_m_der","nonspecific_organics_weight_kg","o2_at_gear_ml_per_l_der","pass","performance","project","salinity_at_gear_psu_der","sampling_end_hhmmss","sampling_start_hhmmss","target_station_design_dim$stn_invalid_for_trawl_date_whid","temperature_at_gear_c_der","temperature_at_surface_c_der","trawl_id","turbidity_ntu_der","vertebrate_weight_kg","vessel"
"1.330162438535","2008","20080908","72.4372","","","31.220","44.36916667","2","-124.28333333","5.1976","12.3545","","1.3991","2","Satisfactory","Hypoxia Study","33.8397","162020","160620","0","7.7624","","200807008011","","171.620","Excalibur"
"","2005","20050929","54.8640","","","","36.11694444","4","-121.65750000","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","9498","","","200503008142","","","Excalibur"
"1.330132696800","2008","20080908","54.0687","","","119.490","44.37083333","2","-124.18555556","5.4423","12.1400","","1.2993","2","Satisfactory","Hypoxia Study","33.8446","175347","173929","9498","7.7270","","200807008012","","35.220","Excalibur"
"","2005","20051014","301.7520","","","","32.82638889","5","-117.33277778","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200503008197","","","Excalibur"
"","2005","20050601","945.4896","","","","47.01611111","1","-125.07611111","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200503010016","","","Ms. Julie"
"","2005","20050603","111.5568","","","","48.15750000","1","-125.39638889","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200503010026","","","Ms. Julie"
"","2010","20100529","114.2671","","","1.550","48.09361111","1","-125.40111111","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","201003010024","","14.700","Ms. Julie"
"1.624528925621","2006","20060717","71.9198","","","507.570","33.79166667","5","-118.46833333","6.4865","12.2821","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","153412","151818","0","11.3073","","200603017169","","43.830","Noahs Ark"
"1.882393243150","2006","20060831","143.1473","","","24.540","44.60527778","2","-124.54888889","4.4000","14.2330","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","192019","190037","0","7.8829","","200603018048","","435.980","Raven"
"1.206663003000","2008","20080908","54.9057","","","62.420","44.43916667","2","-124.18027778","5.8440","11.7000","","1.2797","2","Satisfactory","Hypoxia Study","33.8523","192855","191413","9498","7.6905","","200807008013","","80.510","Excalibur"
"1.309324800500","2008","20081012","453.0178","","","0.130","34.25500000","5","-120.31638889","3.0124","11.0380","","0.1728","2","Satisfactory","Santa Barbara Basin Study","34.2705","122456","120750","0","6.8895","","200808008001","","32.570","Excalibur"
"","2008","20081013","41.2217","","","","34.39583333","5","-120.04861111","","","","4.1262","2","Satisfactory","Santa Barbara Basin Study","33.4959","063150","063141","0","12.0048","","200808008010","","","Excalibur"
"","2011","20110522","77.0449","","","","47.15000000","1","-124.60166667","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","201103010005","","","Ms. Julie"
"1.437332100800","2008","20081013","452.6210","","","10.220","34.36722222","5","-120.06361111","3.9966","12.2575","","0.3185","2","Satisfactory","Santa Barbara Basin Study","34.2716","090012","084354","0","6.9858","","200808008002","","38.040","Excalibur"
"1.845407794520","2007","20070710","236.1237","","","52.938","35.01250000","5","-120.91833333","4.9320","14.2684","50.701","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","063142","061236","0","8.7354","","200703017154","","229.020","Noahs Ark"
"1.609166653744","2008","20081013","570.5088","","","0.830","34.30305556","5","-120.07305556","4.0483","12.3448","","0.0518","2","Satisfactory","Santa Barbara Basin Study","34.2676","105627","104033","0","6.5102","","200808008003","","3.370","Excalibur"
"1.602264083301","2008","20081013","533.9867","","","0.160","34.23305556","5","-120.18305556","4.5831","13.0851","","0.0445","2","Satisfactory","Santa Barbara Basin Study","34.2669","151057","145533","0","6.5154","","200808008004","","2.730","Excalibur"
"1.274076595110","2008","20081013","101.6297","","","15.060","34.10138889","5","-120.11555556","5.4306","11.7790","","2.8657","2","Satisfactory","Santa Barbara Basin Study","33.8153","180614","175038","0","10.3822","","200808008005","","60.870","Excalibur"
"1.426394562265","2008","20081014","98.6223","","","47.840","34.09277778","5","-119.87305556","5.1940","12.8585","","2.7679","2","Satisfactory","Santa Barbara Basin Study","33.7959","071717","070147","0","10.5181","","200808008006","","75.680","Excalibur"
"","2006","20060926","914.4000","","","","35.62166667","4","-121.95166667","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200603018123","","","Raven"
"","2004","20040611","58.8874","","","","37.54750000","1","-122.71138889","","","","","","Unsatisfactory","Groundfish Triennial Shelf Survey","","","","0","","","200406014059","","","Morning Star"
"","2008","20080921","123.8211","","","6.170","40.53305556","3","-124.59222222","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","114630","113030","0","","","200803008095","","45.030","Excalibur"
"1.853339476552","2008","20081014","569.4278","","","0.730","34.24166667","5","-119.97138889","3.6487","14.8292","","0.0403","2","Satisfactory","Santa Barbara Basin Study","34.2646","103507","101931","0","6.3764","","200808008007","","0.330","Excalibur"
"2.252635174352","2008","20081014","529.4565","","","1.760","34.22000000","5","-119.92416667","1.7671","15.8107","","0.1403","2","Satisfactory","Santa Barbara Basin Study","34.1702","131255","125555","0","6.6326","","200808008008","","2.940","Excalibur"
"","2008","20081017","433.1818","","","0.170","32.35555556","5","-119.65944444","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200803008171","","2.420","Excalibur"
"","2008","20080907","51.6551","","","","44.66555556","2","-124.15805556","","","","1.6960","2","Satisfactory","Hypoxia Study","33.8430","062714","062638","0","7.5665","","200807008014","","","Excalibur"
"","2008","20080907","51.6942","","","","44.86194444","2","-124.10333333","","","","1.7791","2","Satisfactory","Hypoxia Study","33.8483","094614","094557","9498","7.5657","","200807008015","","","Excalibur"
"","2008","20080907","51.4979","","","","44.99916667","2","-124.07472222","","","","1.6903","2","Satisfactory","Hypoxia Study","33.8166","122322","122259","0","7.6126","","200807008016","","","Excalibur"
"","2012","20120629","361.5236","","","44.250","37.97416667","4","-123.45222222","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","201203017129","","102.300","Noahs Ark"
"","2008","20080907","71.2664","","","","44.99805556","2","-124.10694444","","","","1.7179","2","Satisfactory","Hypoxia Study","33.8352","132919","132833","0","7.5945","","200807008017","","","Excalibur"
"","2008","20080907","91.2774","","","","44.96694444","2","-124.14361111","","","","1.5775","2","Satisfactory","Hypoxia Study","33.8833","151918","151823","0","7.4758","","200807008018","","","Excalibur"
"1.831124190900","2008","20080926","95.3616","","","130.520","38.14472222","3","-123.17638889","4.5434","14.5308","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","151359","145659","0","10.1764","","200803018123","","106.670","Raven"
"","2008","20080907","71.3444","","","","44.87333333","2","-124.14944444","","","","1.6403","2","Satisfactory","Hypoxia Study","33.8943","171603","171523","0","7.4429","","200807008019","","","Excalibur"
"","2009","20091009","740.1145","","","","35.40388889","4","-121.40583333","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200903008133","","","Excalibur"
"","2009","20091019","66.3338","","","1.520","32.78361111","5","-117.32166667","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200903008169","","6.050","Excalibur"
"","2009","20091022","278.2071","","","47.200","33.61333333","5","-119.88250000","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200903008177","","46.300","Excalibur"
"","2009","20090610","88.7632","","","8.520","44.64083333","2","-124.44361111","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200903010044","","0.280","Ms. Julie"
"","2009","20090614","611.0884","","","7.700","43.58444444","2","-124.74638889","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200903010069","","67.610","Ms. Julie"
"","2008","20080907","84.7930","","","","44.77583333","2","-124.23777778","","","","1.5522","2","Satisfactory","Hypoxia Study","33.9016","184847","184804","0","7.4782","","200807008020","","","Excalibur"
"","2008","20080908","70.0311","","","","44.51472222","2","-124.23916667","","","","1.4993","2","Satisfactory","Hypoxia Study","33.8463","064125","064015","0","7.5911","","200807008021","","","Excalibur"
"","2008","20080908","60.9571","","","","44.23944444","2","-124.25861111","","","","1.8599","2","Satisfactory","Hypoxia Study","33.8120","123102","122859","0","7.8886","","200807008022","","","Excalibur"
"","2008","20080908","71.4430","","","","44.29916667","2","-124.28250000","","","","1.5523","2","Satisfactory","Hypoxia Study","33.8527","140233","140037","0","7.7929","","200807008023","","","Excalibur"
"","2008","20080908","68.3887","","","","44.36805556","2","-124.28611111","","","","1.3951","2","Satisfactory","Hypoxia Study","33.8297","153423","153324","0","7.7277","","200807008024","","","Excalibur"
"","2010","20100713","374.5065","","","","33.23083333","5","-119.89305556","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","201003017161","","","Noahs Ark"
"","2010","20100713","504.1989","","","89.050","33.91194444","5","-119.73472222","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","201003010162","","66.100","Ms. Julie"
"","2010","20100717","96.9957","","","12.920","32.78166667","5","-117.37388889","","","","2.0860","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","33.9362","114841","113117","0","","","201003010178","","371.160","Ms. Julie"
"","2008","20080908","49.0018","","","","44.36416667","2","-124.18555556","","","","1.3785","2","Satisfactory","Hypoxia Study","33.8256","172249","172144","9498","7.7372","","200807008025","","","Excalibur"
"","2008","20080908","48.4291","","","","44.43444444","2","-124.18000000","","","","1.3799","2","Satisfactory","Hypoxia Study","33.8321","185505","185400","9498","7.7037","","200807008026","","","Excalibur"
"","2008","20080907","52.3205","","","","44.76722222","2","-124.12833333","","","","1.6934","2","Satisfactory","Hypoxia Study","33.8462","083621","083520","9498","7.5652","","200807008027","","","Excalibur"
"","2004","20040619","436.4736","","","","40.23916667","1","-124.56972222","","","","","","Unsatisfactory","Groundfish Triennial Shelf Survey","","","","0","","","200406014099","","","Morning Star"
"","2008","20080907","50.1972","","","","44.93166667","2","-124.08444444","","","","1.7322","2","Satisfactory","Hypoxia Study","33.8340","112733","112710","9498","7.5937","","200807008028","","","Excalibur"
"2.774091959978","2010","20100715","1005.3387","45.5000","","33.980","32.54722222","5","-118.62083333","4.3366","14.3111","","","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","","090757","084415","0","3.9607","","201003017169","","53.410","Noahs Ark"
"","2008","20080907","72.0666","","","","44.93555556","2","-124.12638889","","","","1.5454","2","Satisfactory","Hypoxia Study","33.8736","164011","163816","0","7.4946","","200807008029","","","Excalibur"
"","2011","20111013","834.1003","","","2.000","32.93666667","5","-118.23194444","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","201103008155","","0.380","Excalibur"
"","2011","20110603","414.9376","","","104.050","45.74777778","2","-124.76722222","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","201103010043","","97.750","Ms. Julie"
"","2011","20110528","285.0940","","","1.400","45.66222222","1","-124.60388889","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","201103017037","","36.080","Noahs Ark"
"1.247644918830","2009","20090824","75.9653","34.7200","","37.640","44.44666667","1","-124.33611111","5.5905","12.0639","","0.6639","2","Satisfactory","Hypoxia Study","33.8138","143733","142445","0","7.5882","","200907008011","","245.530","Excalibur"
"1.187121591840","2009","20090824","84.4012","34.6800","","19.760","44.30694444","1","-124.35111111","5.6912","11.8120","","0.7005","2","Satisfactory","Hypoxia Study","33.8020","163227","161915","0","7.5989","","200907008012","","45.800","Excalibur"
"","2011","20110824","852.5928","","","96.990","47.89833333","1","-125.40916667","","","","0.3347","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","34.2971","130125","123840","0","","","201103018020","","128.130","Raven"
"1.154690077760","2009","20090824","82.8415","33.2200","","23.380","44.34611111","1","-124.36194444","5.8177","11.3020","","0.7008","2","Satisfactory","Hypoxia Study","33.7993","175145","173833","0","7.5943","","200907008013","","62.520","Excalibur"
"0.006566192250","2012","20120820","127.5120","","","14.590","46.63277778","1","-124.52333333","5.1958","12.6375","","1.3512","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","33.9199","185243","183810","0","7.0013","","201203008010","","218.920","Excalibur"
"1.957457290962","2012","20120916","979.1846","46.8900","","31.890","41.40833333","3","-124.84888889","4.9550","13.8522","","0.2795","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","34.3965","072256","070111","0","3.8932","","201203008088","","360.320","Excalibur"
"","2007","20071007","91.7466","","","","34.54888889","5","-120.72333333","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200703008159","","","Excalibur"
"","2009","20090925","492.8449","","","","39.25416667","3","-124.01666667","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200903008095","","","Excalibur"
"","2003","20031022","67.6656","","","","32.80777778","5","-117.32861111","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200303003143","","","Blue Horizon"
"1.747090952255","2012","20121008","92.2201","38.5100","","75.030","34.09444444","5","-119.83111111","4.6593","12.6005","","3.2711","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","33.6344","140158","134341","0","10.5229","","201203017358","","265.750","Noahs Ark"
"","2012","20120822","148.7333","","","","48.15805556","1","-125.57138889","","","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","201203008016","","","Excalibur"
"","2003","20030627","138.9888","","","","48.07111111","1","-125.48583333","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200303010015","","","Ms. Julie"
"3.649649985520","2004","20040620","375.8024","","","8.820","40.55888889","1","-124.69416667","8.1406","13.0690","","","","Unsatisfactory","Groundfish Triennial Shelf Survey","","072253","064805","0","6.5867","","200406014101","","1336.020","Morning Star"
"","2006","20060717","344.7288","","","","32.81277778","5","-117.84250000","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200603010160","","","Ms. Julie"
"4.123576085146","2004","20040611","143.8405","","","16.220","40.71805556","1","-124.49000000","6.3436","13.9741","","","","Satisfactory","Groundfish Triennial Shelf Survey","","070957","063745","0","7.3443","","200406016061","","1048.720","Vesteraalen"
"","2004","20040603","108.2650","","","","34.90055556","1","-120.79777778","","","","","","Unsatisfactory","Groundfish Triennial Shelf Survey","","","","0","","","200406014022","","","Morning Star"
"","2005","20050601","333.4512","","","","46.06000000","1","-124.82000000","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200503017012","","","Noahs Ark"
"3.869123733325","2004","20040528","122.2039","","","","35.39500000","1","-121.02027778","7.0843","13.1255","","","","Unsatisfactory","Groundfish Triennial Shelf Survey","","171718","164518","0","9.3599","","200406016011","","0.000","Vesteraalen"
"","2004","20040705","97.6579","","","","44.22277778","2","-124.56166667","","","","","","Unsatisfactory","Groundfish Triennial Shelf Survey","","","","0","","","200406014171","","","Morning Star"
"","2005","20050606","296.9971","","","","47.22027778","1","-124.89388889","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200503017036","","","Noahs Ark"
"4.446661795666","2004","20040707","70.1576","","","2.650","44.56916667","2","-124.23250000","8.1500","15.2857","","","","Satisfactory","Groundfish Triennial Shelf Survey","","084957","081839","0","7.5494","","200406014181","","1470.600","Morning Star"
"3.823785186312","2004","20040711","89.4097","","","2.200","47.73972222","3","-124.81583333","5.4054","13.1794","","","","Satisfactory","Groundfish Triennial Shelf Survey","","145055","141955","0","","","200406016154","","642.970","Vesteraalen"
"1.656714800772","2003","20030831","527.5357","","","14.007","46.30416667","1","-124.72500000","4.3857","14.6238","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","182943","181202","0","5.1681","","200303003001","","65.407","Blue Horizon"
"2.298760995311","2003","20030901","673.7497","","","20.208","46.73194444","1","-124.93027778","4.2566","15.4433","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","062042","060153","0","4.5441","","200303003002","","79.202","Blue Horizon"
"1.772625693556","2003","20030901","276.1650","","","25.350","46.71916667","1","-124.81861111","4.5188","14.7769","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","090148","084507","0","6.8856","","200303003003","","645.730","Blue Horizon"
"2.705156807430","2003","20030901","823.6656","","","22.245","46.92416667","1","-125.09638889","4.1856","14.8346","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","132357","125846","0","4.1428","","200303003004","","193.144","Blue Horizon"
"1.959947209350","2003","20030901","172.6837","","","4.020","47.01416667","1","-124.98277778","4.5778","14.9706","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","160536","154538","0","7.1209","","200303003005","","1991.300","Blue Horizon"
"2.399955479906","2003","20030902","985.7053","","","27.457","47.56361111","1","-125.43611111","4.3440","15.2857","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","060906","054629","0","3.5684","","200303003006","","154.846","Blue Horizon"
"2.752326761760","2003","20030902","1252.7002","","","84.837","47.50583333","1","-125.32277778","3.9446","15.5160","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","094855","092618","9498","3.1431","","200303003007","","231.103","Blue Horizon"
"1.787794963800","2003","20030902","556.7504","","","22.167","47.54000000","1","-125.18194444","4.2184","15.1960","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","121440","115842","0","4.9853","","200303003008","","35.820","Blue Horizon"
"2.243527870010","2003","20030902","267.3988","","","137.834","47.57666667","1","-125.06222222","4.8167","14.3899","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","142456","140459","0","6.4706","","200303003009","","470.752","Blue Horizon"
"2.067499652862","2003","20030902","137.4030","","","5.561","47.64055556","1","-124.94277778","4.1905","14.7903","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","183814","181930","0","7.1642","","200303003010","","514.300","Blue Horizon"
"1.867948140393","2003","20030903","98.7985","","","3.220","47.72861111","1","-124.85333333","4.4303","14.1957","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","052939","051231","0","7.0815","","200303003011","","212.130","Blue Horizon"
"2.094504506396","2003","20030903","123.9861","","","1.800","47.84111111","1","-125.01333333","4.2819","14.5609","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","081635","075824","0","7.0883","","200303003012","","1571.710","Blue Horizon"
"2.156447887650","2003","20030903","174.2101","","","1.085","47.83888889","1","-125.10555556","4.2261","14.8050","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","115148","113358","0","6.8857","","200303003013","","1432.330","Blue Horizon"
"2.638142133960","2003","20030903","839.8349","","","45.905","47.71388889","1","-125.22777778","4.0557","15.3718","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","170752","164523","0","4.0703","","200303003014","","158.764","Blue Horizon"
"2.321740680081","2003","20030903","595.2300","","","39.570","47.65944444","1","-125.15638889","4.1592","15.1941","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","193816","191923","0","4.9736","","200303003015","","52.406","Blue Horizon"
"2.601239582130","2003","20030904","896.6046","","","32.507","48.09500000","1","-125.85527778","3.9898","15.6765","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","063847","061748","0","3.9008","","200303003016","","148.290","Blue Horizon"
"2.199912106896","2003","20030904","859.4999","","","28.838","47.93666667","1","-125.74833333","3.4484","13.8906","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","101903","095825","0","3.9494","","200303003017","","44.900","Blue Horizon"
"2.058878338370","2003","20030904","1094.9882","","","15.520","47.87750000","1","-125.71472222","7.8982","14.0810","","","2","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","133036","130424","0","3.3893","","200303003018","","15.634","Blue Horizon"
"2.924396843876","2003","20030904","1129.4489","","","47.685","47.76916667","1","-125.70583333","4.0360","15.4228","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","164839","162439","0","3.3888","","200303003019","","205.800","Blue Horizon"
"2.246226683239","2003","20030905","237.2786","","","39.295","48.34388889","1","-125.00666667","3.7466","15.4343","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","061817","060013","0","6.6811","","200303003020","","573.060","Blue Horizon"
"","2008","20080602","197.2778","","","325.171","44.64194444","2","-124.70694444","","","","","1","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","","","","0","","","200803017048","","2290.082","Noahs Ark"
"1.750151510037","2003","20030905","113.6444","","","33.860","48.32916667","1","-125.32444444","4.8037","13.2783","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","092952","091337","0","6.7549","","200303003021","","785.440","Blue Horizon"
"2.007410326872","2003","20030905","203.4385","","","27.280","48.22750000","1","-125.17861111","4.3152","14.6833","","","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","","173147","171400","0","6.5130","","200303003023","","357.430","Blue Horizon"
